,
b'Matador i-teen Smart Geometry Box-1 Set',b'Tk.160'
,
b'Matador i-teen Geometry Box-1 Set',b'Tk.110'
,
"b'Pen Combo Package Half Yearly for Student - 02 (Econo Occen Pen - 05 Pcs, Econo Champ Pen - 10 Pcs, Econo Dx Teen - 20 Pcs)'",b'Tk.190'
,
b'Hearts Drawing Book (Large)',b'Tk.70'
,
b'Castle Pencil Pen (Black body) (20  Pcs)',b'Tk.100'
,
b'Econo Trendy Pen (10 Pcs)',b'Tk.50'
,
b'Econo Exam Pen (Black - 6 Pcs)',b'Tk.48'
,
b'Econo Full Time Pen (6 Pcs)',b'Tk.36'
,
b'Econo Soft Grip Pen (10 Pcs)',b'Tk.80'
,
b'Econo FX Plus Pen (12 Pcs)',b'Tk.60'
,
b'Econo FX Pen (Black - 12 Pcs)',b'Tk.60'
,
b'GQ Genius Pen (10 Pcs)',b'Tk.50'
,
b'Rokomari Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Valentine Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Happy Birthday Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Thank You/Appreciation Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Anniversary Day Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Congratulations Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Friendship Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Wedding Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'\xe0\xa6\xac\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\x96\xe0\xa7\x80 \xe0\xa6\x97\xe0\xa6\xbf\xe0\xa6\xab\xe0\xa6\x9f \xe0\xa6\xad\xe0\xa6\xbe\xe0\xa6\x89\xe0\xa6\x9a\xe0\xa6\xbe\xe0\xa6\xb0',b'Tk.\xc2\xa0500-10000'
,
b'Eid Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Rokomari Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Valentine Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Happy Birthday Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Thank You/Appreciation Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Anniversary Day Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Congratulations Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Friendship Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Wedding Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'\xe0\xa6\xac\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\x96\xe0\xa7\x80 \xe0\xa6\x97\xe0\xa6\xbf\xe0\xa6\xab\xe0\xa6\x9f \xe0\xa6\xad\xe0\xa6\xbe\xe0\xa6\x89\xe0\xa6\x9a\xe0\xa6\xbe\xe0\xa6\xb0',b'Tk.\xc2\xa0500-10000'
,
b'Eid Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Rokomari Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Valentine Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Happy Birthday Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Thank You/Appreciation Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Anniversary Day Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Congratulations Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Friendship Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Wedding Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'\xe0\xa6\xac\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\x96\xe0\xa7\x80 \xe0\xa6\x97\xe0\xa6\xbf\xe0\xa6\xab\xe0\xa6\x9f \xe0\xa6\xad\xe0\xa6\xbe\xe0\xa6\x89\xe0\xa6\x9a\xe0\xa6\xbe\xe0\xa6\xb0',b'Tk.\xc2\xa0500-10000'
,
b'Eid Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Rokomari Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Valentine Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Happy Birthday Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Thank You/Appreciation Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Anniversary Day Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Congratulations Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Friendship Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Wedding Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'\xe0\xa6\xac\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\x96\xe0\xa7\x80 \xe0\xa6\x97\xe0\xa6\xbf\xe0\xa6\xab\xe0\xa6\x9f \xe0\xa6\xad\xe0\xa6\xbe\xe0\xa6\x89\xe0\xa6\x9a\xe0\xa6\xbe\xe0\xa6\xb0',b'Tk.\xc2\xa0500-10000'
,
b'Eid Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Rokomari Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Valentine Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Happy Birthday Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Thank You/Appreciation Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Anniversary Day Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Congratulations Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Friendship Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Wedding Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'\xe0\xa6\xac\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\x96\xe0\xa7\x80 \xe0\xa6\x97\xe0\xa6\xbf\xe0\xa6\xab\xe0\xa6\x9f \xe0\xa6\xad\xe0\xa6\xbe\xe0\xa6\x89\xe0\xa6\x9a\xe0\xa6\xbe\xe0\xa6\xb0',b'Tk.\xc2\xa0500-10000'
,
b'Eid Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Rokomari Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Valentine Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Happy Birthday Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Thank You/Appreciation Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Anniversary Day Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Congratulations Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Friendship Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Wedding Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'\xe0\xa6\xac\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\x96\xe0\xa7\x80 \xe0\xa6\x97\xe0\xa6\xbf\xe0\xa6\xab\xe0\xa6\x9f \xe0\xa6\xad\xe0\xa6\xbe\xe0\xa6\x89\xe0\xa6\x9a\xe0\xa6\xbe\xe0\xa6\xb0',b'Tk.\xc2\xa0500-10000'
,
b'Eid Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Rokomari Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Valentine Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Happy Birthday Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Thank You/Appreciation Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Anniversary Day Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Congratulations Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Friendship Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Wedding Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'\xe0\xa6\xac\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\x96\xe0\xa7\x80 \xe0\xa6\x97\xe0\xa6\xbf\xe0\xa6\xab\xe0\xa6\x9f \xe0\xa6\xad\xe0\xa6\xbe\xe0\xa6\x89\xe0\xa6\x9a\xe0\xa6\xbe\xe0\xa6\xb0',b'Tk.\xc2\xa0500-10000'
,
b'Eid Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Rokomari Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Valentine Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Happy Birthday Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Thank You/Appreciation Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Anniversary Day Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Congratulations Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Friendship Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Wedding Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'\xe0\xa6\xac\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\x96\xe0\xa7\x80 \xe0\xa6\x97\xe0\xa6\xbf\xe0\xa6\xab\xe0\xa6\x9f \xe0\xa6\xad\xe0\xa6\xbe\xe0\xa6\x89\xe0\xa6\x9a\xe0\xa6\xbe\xe0\xa6\xb0',b'Tk.\xc2\xa0500-10000'
,
b'Eid Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Rokomari Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Valentine Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Happy Birthday Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Thank You/Appreciation Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Anniversary Day Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Congratulations Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Friendship Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'Wedding Gift Voucher',b'Tk.\xc2\xa0500-10000'
,
b'\xe0\xa6\xac\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\x96\xe0\xa7\x80 \xe0\xa6\x97\xe0\xa6\xbf\xe0\xa6\xab\xe0\xa6\x9f \xe0\xa6\xad\xe0\xa6\xbe\xe0\xa6\x89\xe0\xa6\x9a\xe0\xa6\xbe\xe0\xa6\xb0',b'Tk.\xc2\xa0500-10000'
,
b'Eid Gift Voucher',b'Tk.\xc2\xa0500-10000'
